1579,C=CCC1=C[C@H](O)[C@H](O)[C@@H](OC)C(=O)[C@H](C)C(=O)[C@H](CCCC)[C@@H]([C@@H](C)C(=O)C(C)=Cc2c[nH]c(Cl)c2Cl)OC1=O
1580,C=CCC1=C[C@H](O)[C@H](O)[C@H](C(C)C)[C@H](O)C(CC)=CC(OC)=CC(O)C(=O)C(CCCC)=C[C@@H](CCCC)C[C@@H](CCCCCC)C[C@H](CC)[C@@H](C2=CCCC2=O)OC1=O
1581,C=CCC1=C[C@H](O)[C@H](O)[C@H](O)C(=O)[C@@H](C(=O)c2ccc[nH]2)OC(=O)[C@@H](CCCCCC)C[C@H](CCCCCC)[C@H](O)[C@@H](CCCCCC)CC[C@@H]1O
1582,C=CCC1=C[C@H](OC)C(=O)C(CCCCc2c[nH]c(Cl)c2Cl)C(=O)[C@@H](O)C[C@H](C(C)C)C(=O)C(OC)=C[C@@H](CC)C[C@@H](C(=O)C2=CCCC2=O)OC(=O)[C@H](C(C)C)C(=O)[C@H](CCCCCC)C1=O
1583,C=CCC1=C[C@H](OC)C(=O)C=C[C@H](C(C)C)[C@H](O)[C@H](C(C)C)[C@@H]([C@@H](CCCCCC)C(=O)[C@H](C)C(=O)[C@H](Cc2csc(C)n2)C(C)C)OC(=O)[C@@H](CC)C[C@H](O)C1=O
1584,C=CCC1=C[C@H](OC)C(=O)[C@@H](CCCCCC)C(=O)[C@H](C(C)C)C(=O)[C@H](CCCCCC)[C@H](O)C[C@@H](C(C)CC)OC(=O)[C@@H](CCCCCC)C(=O)[C@@H](CCCC)C[C@H](C)C1=O
1585,C=CCC1=C[C@H](OC)C(=O)[C@@H](CCCCCC)C[C@@H](OC)CC(CCCCc2c[nH]c(Cl)c2Cl)C(=O)[C@H](C(C)C)C(=O)[C@H](O)[C@H](O)[C@H](CCCC)[C@@H](C(C)C)OC(=O)[C@H](C)C1=O
1586,C=CCC1=C[C@H](OC)C(=O)[C@@H](O)C[C@H](CC)C(=O)[C@H](CCCC)C(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)CC(=O)[C@@H](C(C)C)C(=O)[C@H](CCCC)[C@H](O)[C@@H](C)C(=O)C2CC[C@@H](OC1=O)[C@H](O)C2
1587,C=CCC1=C[C@H](OC)[C@@H]([C@@H](C(=O)CCC)C(C)C)OC(=O)C(CCCCCC)=C[C@@H](CCCC)C(=O)[C@H](CC)[C@H](O)[C@H](CC)[C@H](O)[C@@H](O)C[C@@H](CC)C1
1588,C=CCC1=C[C@H](OC)[C@@H]([C@@H](CCCCCC)C[C@H](CC)C(C)=O)OC(=O)[C@H](C(C)C)C(=O)[C@H](O)[C@H](O)[C@@H](CC)C(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)CC[C@H](O)C(CCCCc2c[nH]c(Cl)c2Cl)C1=O
1589,C=CCC1=C[C@H](OC)[C@H](O)C(C(C)C)=CCC(=O)[C@@H](CCCC)C(=O)[C@H](OC)C(=O)[C@@H](C(=O)c2cc(N)cc(O)c2)OC(=O)[C@@H](CC=C)C1
1590,C=CCC1=C[C@H](OC)[C@H](O)[C@@H](OC)C(=O)C(CCCCCC)=CC(O)=C[C@H](OC)[C@@H](C(=CCC(C)C)CCCC)OC1=O
1591,C=CCC1=C[C@H](OC)[C@H](O)[C@H](CCCC)[C@H](O)[C@H](CC=C)[C@H](O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)[C@H](OC)C(=O)[C@H](CCC(=O)c2ccc[nH]2)OC(=O)[C@@H](CC=C)CC(CCCCCC)=C1
1592,C=CC[C@@H](C(=O)C(=CC(=CC(=C[C@@H](CCCC)C(=O)[C@H](CCC)CCCCc1c[nH]c(Cl)c1Cl)CCCCCC)C(C)C)CCCC)C(=O)[C@H](C)C(=O)[C@H](OC)C(=O)O
1593,C=CC[C@@H](C(=O)C(=CC(=CC(O)C(=O)[C@H](C(=O)C(=CCCCc1ccccc1)CCCCCC)C(C)C)OC)CCCCCC)C(=O)[C@H](C)C=C[C@H]1OC(=O)[C@@H]1CC=C
1594,C=CC[C@@H](C(=O)C(=CC(=CCCC)CCCC)C(C)C)C(=O)[C@@H](C(=O)[C@H](C(C)C)[C@@H](O)[C@@H](C)C(=O)[C@H](C[C@H](C)[C@H]1OC(=O)[C@@H]1C)C(C)C)C(C)C
1595,C=CC[C@@H](C(=O)C(=CC(=C[C@@H](CC)C(=O)[C@H](CCCC)[C@H](O)[C@@H](CC)C(C)=O)CC)C(C)C)[C@@H](O)CC(=O)[C@@H](C=C(O)C(=O)[C@H](OC)C(=O)O)CC
1596,C=CC[C@@H](C(=O)C(=CC(=C[C@@H](CC)C[C@@H]1CCC[C@H]1C(=O)O)C(C)C)CCCC)C(=O)[C@H](C=C(O)[C@@H](O)[C@@H](O)C(=O)[C@H](C)[C@H]1OC(=O)[C@@H]1C(C)C)C(C)C
1597,C=CC[C@@H](C(=O)C(=CC(=C[C@H](CC)C(=O)[C@@H](CC)C(=O)[C@@H](C(=O)CC(=O)C(O)C(C)=O)C(C)C)OC)OC)C(=O)[C@@H](CCCCCC)CCC(=O)O
1598,C=CC[C@@H](C(=O)C(=CC(C)=C[C@H](CCCCCC)C(=O)C(O)=CCC[C@@H](C(=O)[C@H](C(=O)C1CC[C@@H](O)[C@H](O)C1)C(C)C)C(C)C)CC)C(=O)[C@@H](C)[C@@H](O)[C@@H](O)C(=O)O
1599,C=CC[C@@H](C(=O)C(=CC(C)C)CCCCCC)C(=O)[C@@H](O)C(=O)[C@@H](OC)C(=O)[C@@H](O)C(=O)[C@H](C)[C@@H](O)CC(=O)[C@H](C[C@H](OC)C(=O)O)C(C)C
1600,C=CC[C@@H](C(=O)C(=CC(O)=C[C@H](C(=O)[C@@H](CC)C(N)=O)C(C)C)CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](C=C(O)C=C(C=C(CC)C[C@H](CCCC)C(=O)[C@H](OC)C(=O)O)C(C)C)CC
1601,C=CC[C@@H](C(=O)C(=CC(O)=C[C@H](CCCC)[C@H](O)C(=Cc1csc(C)n1)C(C)C)CCCC)[C@@H](O)[C@@H](OC)[C@@H](O)[C@H](C[C@H](O)C(=O)O)OC
1602,C=CC[C@@H](C(=O)C(=CC(O)=C[C@H](OC)C(=O)[C@@H](CC)C(N)=O)C(C)C)C(=O)[C@H](OC)C(=O)[C@@H](C)C=C(CCCCCC)C(=O)[C@H](C[C@@H](C(=O)[C@H](C(=O)O)C(C)C)C(C)C)C(C)C
1603,C=CC[C@@H](C(=O)C(=CC1=CCCC1=O)C(C)C)[C@@H](O)[C@@H](CCCCCC)C(=O)[C@@H](C=C(C)C(=O)[C@@H](C(=O)[C@@H](CCC(=O)[C@@H](CCCCCC)C(=O)C1OC1=O)C(C)C)C(C)C)CCCCCC
1604,C=CC[C@@H](C(=O)C(=CC1=CCCC1=O)CC)[C@H]1OC(=O)[C@H](C(C)C)C(=O)[C@H](OC)[C@H](O)[C@@H](CCCCCC)C(=O)[C@@H](C(C)C)CC(CCCCCC)=C[C@@H](CCCC)CC(CCCC)=C[C@@H]1C
1605,C=CC[C@@H](C(=O)C(=CC1CCCCC1)CCCC)C(=O)[C@H](CC=C)[C@H]1OC(=O)[C@@H](CCCC)C(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)[C@@H](OC)C[C@@H](C)C[C@H](C(C)C)[C@H](O)[C@@H]1C(C)C
1606,C=CC[C@@H](C(=O)C(=CC1CCCCC1)OC)C(=O)[C@@H](CC)C[C@H](C(C)C)[C@@H](O)[C@@H](C(C)C)[C@@H](O)[C@@H](OC)[C@@H](O)[C@H](C=C(C(C)C)[C@@H](O)[C@@H](CC)[C@@H](O)CC(=O)O)CC
1607,C=CC[C@@H](C(=O)C(=CC=Cc1ccccc1)CCCC)C(=O)[C@@H](C(C)C)[C@@H](O)[C@@H](CCCC)C(=O)[C@H](C=C(C=CC(=O)[C@@H](C=C(CCCCCC)C(=O)[C@@H](OC)C(=O)O)CC)CCCCc1c[nH]c(Cl)c1Cl)OC
1608,C=CC[C@@H](C(=O)C(=CCC(=O)[C@@H](CCCCCC)CC(O)C(=O)[C@H](O)[C@H](O)CC)CC)[C@@H](O)[C@@H](CCCCCC)[C@@H](O)[C@@H](CC)[C@H]1OC(=O)[C@@H]1C
1609,C=CC[C@@H](C(=O)C(=CCC)C(C)C)C(=O)[C@H](C=CC(=O)[C@@H](C(C)C)[C@@H](O)[C@@H](OC)C(=O)[C@@H](OC)[C@@H](O)[C@@H](CC)C(=O)[C@H](C=C(O)C(=O)O)C(C)C)CCCCc1c[nH]c(Cl)c1Cl
1610,C=CC[C@@H](C(=O)C(=CCC[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(O)C(=O)[C@H](OC)[C@H](O)C=Cc1ccccc1)CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](C(=O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CCCC)CCC(=O)O)C(C)C
1611,C=CC[C@@H](C(=O)C(=CC[C@H](O)[C@H](C)[C@H](O)[C@H](O)C(=O)[C@H](CCCCCC)OC)OC)[C@@H](O)[C@H](C[C@H](O)[C@@H](O)[C@@H](C)C(=O)O)OC
1612,C=CC[C@@H](C(=O)C(=C[C@@H](C(=O)C=C[C@H](CC1=CC[C@@H](O)[C@H](O)C1)OC)C(C)C)C(C)C)C(=O)[C@H](CCCC)[C@@H](O)[C@H](C(=O)O)C(C)C
1613,C=CC[C@@H](C(=O)C(=C[C@@H](C(=O)[C@H](CCCC)[C@H](O)C(C)=C[C@@H](C(=O)C(=C[C@@H](CC)C(N)=O)CCCCCC)C(C)C)C(C)C)CCCC)[C@@H](O)[C@@H](CC)C(=O)[C@@H](OC)C(=O)[C@H](CCCC)C(=O)O
1614,C=CC[C@@H](C(=O)C(=C[C@@H](C(=O)c1cc(N)cc(O)c1)C(C)C)C(C)C)C(=O)C1C=C(CCCCCC)C(=O)[C@@H](C)C(=O)[C@H](CCCC)C[C@H](O)C[C@H](CC)C(=O)O1
1615,C=CC[C@@H](C(=O)C(=C[C@@H](CCCC)C(=O)[C@H](C)C(=O)C(=C[C@H](OC)[C@H](O)C1CCCCC1)OC)CCCC)C(=O)[C@@H](CC)C(=O)[C@H](OC)[C@@H](O)C[C@@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O
1616,C=CC[C@@H](C(=O)C(=C[C@@H](CCCC)C(=O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)[C@H](C[C@@H](C(=O)[C@H](CCCC)C(=O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(O)C(=O)[C@@H](C)CNC(=O)[C@H](C)N)C(C)C)C(C)C)C(C)C)C(=O)[C@H](CCCCCC)C(=O)O
1617,C=CC[C@@H](C(=O)C(=C[C@@H](CCCC)C[C@H](CC)[C@H](O)C(O)C(=O)C(=C[C@H](CCCCCC)C(=O)C(=CCOC)OC)C(C)C)CC)[C@@H](O)[C@@H](CC)C[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O
1618,C=CC[C@@H](C(=O)C(=C[C@@H](CCCCCC)C(=O)C(=CC(=CC)CCCCc1c[nH]c(Cl)c1Cl)CCCC)CCCC)[C@@H](O)[C@@H](CCCC)[C@@H](O)[C@H](C=C(CCCCCC)C(=O)[C@@H](OC)C(=O)[C@H](CC)C(=O)O)C(C)C
1619,C=CC[C@@H](C(=O)C(=C[C@@H](OC)C(=O)[C@H](OC)C(=O)[C@H](CC(O)C(=O)C(=C[C@H](CCCCCC)[C@@H](C)O)CCCC)OC)CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)[C@H](C=C(CC)C(=O)O)C(C)C
1620,C=CC[C@@H](C(=O)C(=C[C@H](C(=O)[C@@H](CC)C[C@@H](C)CNC(=O)[C@H](C)N)C(C)C)CC)C(=O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)[C@H](C(=O)[C@@H](C)C(=O)[C@@H](C=C(C)C(=O)[C@H](CCCC)C(=O)O)CCCC)C(C)C
1621,C=CC[C@@H](C(=O)C(=C[C@H](C(C)C)[C@H](O)[C@H](CC)[C@H](O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](OC)C(=O)C(=C[C@H](C(C)C)[C@H](O)[C@H](C)[C@H](O)COC)CCCC)CCCCc1c[nH]c(Cl)c1Cl)[C@H]1OC(=O)[C@@H]1C(C)C
1622,C=CC[C@@H](C(=O)C(=C[C@H](C)[C@H](O)C(=C[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C[C@@H](C)C[C@@H](CC)C[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C[C@@H](C)C(C)=O)C(C)C)CCCCCC)C(=O)[C@@H](OC)C(=O)O
1623,C=CC[C@@H](C(=O)C(=C[C@H](C)[C@H](O)[C@H](CC)C(=O)[C@H](CC)[C@H](O)[C@H](O)[C@H](O)c1ccccc1)CCCC)C(=O)[C@H](C=C(C)C[C@H](OC)C(=O)O)OC
1624,C=CC[C@@H](C(=O)C(=C[C@H](CC)C(=O)CC)C(C)C)[C@@H](O)CC(=O)[C@H](CC)[C@@H](O)[C@H](C(=O)[C@H](CCCC)C(=O)[C@H](C(=O)[C@@H](CC)C(=O)O)C(C)C)C(C)C
1625,C=CC[C@@H](C(=O)C(=C[C@H](CCCC)[C@H](O)[C@@H](C)CCC(=O)C(=CC(=C[C@H](C)C(=O)C1CCCCC1)CCCCc1c[nH]c(Cl)c1Cl)OC)C(C)C)C(=O)[C@@H](C)C(=O)[C@@H](CCCC)C(=O)O
1626,C=CC[C@@H](C(=O)C(=C[C@H](CCCCCC)C(=O)C(=Cc1c[nH]c(Cl)c1Cl)CCCC)C(C)C)C(=O)[C@@H](CCCCCC)C[C@H](CC)C(=O)[C@H](C(=O)O)C(C)C
1627,C=CC[C@@H](C(=O)C(=C[C@H](CCCCCC)[C@H](O)[C@H](C)[C@H](O)[C@H](CC)C(=O)C(O)=CC=C[C@H](CC)C(=O)C(=CC(C)C)C(C)C)CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O
1628,C=CC[C@@H](C(=O)C(=C[C@H](CCCCCC)[C@H](O)[C@H](CC)C(=O)CC(=O)c1cc(N)cc(O)c1)CCCC)C(=O)[C@@H](CCCC)[C@@H](O)C[C@@H](O)[C@@H](CCCCCC)[C@@H](O)[C@@H](OC)C(=O)O
1629,C=CC[C@@H](C(=O)C(=C[C@H](CCCCCC)[C@H](O)[C@H](O)[C@H](O)[C@H](C(C)C)[C@H](O)[C@H](OC)C(=O)[C@@H](CC)C[C@@H]1CCC[C@H]1C(=O)O)CCCCCC)[C@@H](O)CC(=O)[C@@H](O)C(=O)[C@@H](OC)C(=O)O
1630,C=CC[C@@H](C(=O)C(=C[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CCCCCC)C(=O)c1ccc(N)cc1)OC)C(=O)[C@@H](CCCCCC)C(=O)[C@@H](O)C(=O)[C@H](CCCC)C(=O)O
1631,C=CC[C@@H](C(=O)C(=C[C@H](C[C@H](CC)C(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CCCCCC)C[C@H](CC)C[C@H](C)C(=O)[C@@H](CC)C[C@@H](C[C@H](C)C(=O)O)OC
1632,C=CC[C@@H](C(=O)C(=C[C@H](O)C(=O)[C@H](CC(=Cc1ccc[nH]1)C(C)C)C(C)C)CCCC)C(=O)[C@H](C(=O)[C@@H](CCCCCC)C(=O)CC(=O)[C@H](CCCC)C[C@H](OC)C(=O)O)C(C)C
1633,C=CC[C@@H](C(=O)C(=C[C@H](O)C(=O)[C@H](CCCCCC)C(=O)[C@@H](C(=O)C(=C[C@@H](O)CC=Cc1ccccc1)CCCCCC)C(C)C)OC)C(=O)[C@H](C)C(=O)[C@H](C(=O)O)C(C)C
1634,C=CC[C@@H](C(=O)C(=C[C@H](OC)[C@H](O)[C@@H](C(=O)c1csc(C)n1)C(C)C)CC)C(=O)[C@H](C)C[C@@H](C=C(C(=O)[C@H](C(=O)O)C(C)C)C(C)C)C(C)C
1635,C=CC[C@@H](C(=O)C(=Cc1ccc(N)cc1)C(C)C)[C@H]1OC(=O)[C@@H](CCCCc2c[nH]c(Cl)c2Cl)C[C@H](C)C(=O)[C@H](C(C)C)[C@H](O)[C@H](C)C(=O)[C@H](OC)[C@H](O)[C@@H]1CCCCCC
1636,C=CC[C@@H](C(=O)C(C)=CC(=CCC(=O)[C@H](CCCCCC)C(=O)[C@@H](C(=O)C=CCC(=O)C1=CCCC1=O)C(C)C)CCCCCC)[C@H]1OC(=O)[C@H](CCCCCC)C(=O)[C@@H]1CCCC
1637,C=CC[C@@H](C(=O)C(C)=CC(=C[C@H](OC)C(=O)[C@@H](CCCC)C(=O)C[C@H](O)[C@@H](CC)C[C@H](CC)CCCCCC)C(C)C)C(=O)[C@H](C(=O)O)C(C)C
1638,C=CC[C@@H](C(=O)C(C)=CC(O)C(=O)[C@H](C[C@H](CC=Cc1ccccc1)C(C)C)C(C)C)[C@@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CCCCCC)C[C@@H](C[C@H](CCCCCC)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)OC
1639,C=CC[C@@H](C(=O)C(C)=CC1=CC[C@@H](O)[C@H](O)C1)C(=O)[C@@H](CCCC)[C@@H](O)[C@@H](C)[C@@H](O)[C@@H](C(C)C)[C@@H](O)[C@H](C(=O)[C@H](OC)[C@@H](O)[C@H](C=CC[C@H](OC)C(=O)O)CCCCCC)C(C)C
1640,C=CC[C@@H](C(=O)C(C)=C[C@@H](C(=O)[C@@H](CCCC)CC(=C[C@@H](CCCCCC)C(=O)[C@@H](C(=O)[C@@H](CCCCCC)C(=O)C(O)C(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)CC)C(C)C)[C@@H](O)[C@@H](O)C(=O)O
1641,C=CC[C@@H](C(=O)C(C)=C[C@@H](CC=C)C(=O)[C@H](CCCC)[C@H](O)[C@H](OC)C(=O)[C@H](CCCC)C(C)=O)C(=O)[C@@H](C[C@@H](C=C(C[C@H](CCCCCC)C(=O)O)OC)C(C)C)OC
1642,C=CC[C@@H](C(=O)C(C)=C[C@@H](CCCC)C(=O)[C@@H](CC)C(=O)C(=CC(=CC(=Cc1ccc([N+](=O)[O-])cc1)CCCCCC)OC)CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)[C@H](C[C@H](CCCCCC)[C@@H](O)[C@@H](CCCC)C(=O)O)C(C)C
1643,C=CC[C@@H](C(=O)C(C)=C[C@H](C)C(=O)[C@H](O)C(=O)[C@@H](C(=O)C(O)=Cc1ccc(N)cc1)C(C)C)[C@@H](O)[C@@H](CCCC)C(=O)[C@@H](O)[C@@H](O)[C@@H](OC)C(=O)O
1644,C=CC[C@@H](C(=O)C(C)=C[C@H](O)C(=O)[C@@H](CCCCCC)C(=O)[C@H](C)[C@H](O)C(O)C(=O)[C@H](O)[C@H](O)CC(C)C)C(=O)[C@H](CCCC)C(=O)[C@@H](O)C(=O)[C@@H](O)C(=O)O
1645,C=CC[C@@H](C(=O)C(C)C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](C(C)C)[C@@H](O)[C@@H](C)C(=O)C(O)C(=O)O
1646,C=CC[C@@H](C(=O)C(C)C)C(=O)[C@@H](C)C[C@H](CC)C[C@H](C)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)[C@@H](O)[C@H](C=C(CCCC)C[C@H](O)C(=O)[C@@H](C(C)C)[C@H]1OC(=O)[C@@H]1CCCC)CCCCCC
1647,C=CC[C@@H](C(=O)C(C)C)C(=O)[C@H](C(=O)[C@H](C)C[C@H](CCCC)[C@@H](O)[C@H](C=C(CC)C[C@@H](C(=O)[C@@H](C(C)C)[C@@H](O)[C@@H](CCCCCC)C(=O)O)C(C)C)CCCC)C(C)C
1648,C=CC[C@@H](C(=O)C(C)C)C(=O)[C@H](C=C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(O)C=C(C(C)C)[C@@H](O)[C@@H](CCCCCC)C[C@@H](C=CC(=O)[C@@H](OC)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl)C(C)C
1649,C=CC[C@@H](C(=O)C(C)C)C(=O)[C@H](CC=C)[C@@H](O)[C@@H](CC)[C@@H](O)[C@@H](CCCC)[C@@H](O)[C@@H](CCCC)C(=O)[C@@H](CCCCCC)C[C@H](CC)C(=O)[C@@H](C)C(=O)CC(=O)[C@H](C(=O)O)C(C)C
1650,C=CC[C@@H](C(=O)C(C)C)[C@@H](O)[C@@H](CCCC)C(=O)[C@@H](O)C(=O)C(O)C[C@H](CCCCCC)[C@@H](O)[C@@H](O)C=C(O)[C@@H](O)[C@@H](O)C(=O)[C@H](C(=O)[C@H](CCCC)C(=O)O)C(C)C
1651,C=CC[C@@H](C(=O)C(C)CC)[C@H]1OC(=O)[C@@H](C(C)C)C(=O)[C@H](CCCCc2c[nH]c(Cl)c2Cl)C(=O)[C@@H](CCCCCC)C[C@H](CCCCCC)C(=O)[C@H](CCCCCC)[C@H](O)CC[C@H](O)C(=O)C(CCCCc2c[nH]c(Cl)c2Cl)=C[C@@H]1O
1652,C=CC[C@@H](C(=O)C(C)CC)[C@H]1OC(=O)[C@H](CCCCCC)C(=O)[C@H](C)[C@H](O)[C@@H](CCCCCC)C(=O)[C@H](C(C)C)[C@H](O)[C@@H](C(C)C)C[C@H](CC)[C@H](O)[C@@H](C)CCC[C@@H]1OC
1653,C=CC[C@@H](C(=O)C(C=C(C)C(=O)[C@H](C(=O)O)C(C)C)CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CC)C(=O)[C@@H](CC=C)C(=O)[C@H](C(=O)C(C)=CC(=CC(=C[C@@H](C)CNC(=O)[C@H](C)N)C(C)C)C(C)C)C(C)C
1654,C=CC[C@@H](C(=O)C(C=C(C)C(=O)[C@H](C=C(CCCC)C(=O)C[C@@H](O)[C@@H](OC)[C@@H](O)[C@H](C(=O)C[C@@H](O)[C@H](C(=O)O)C(C)C)C(C)C)CC)CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)C(C)C
1655,C=CC[C@@H](C(=O)C(C=C(CC)C(=O)[C@H](CC)[C@@H](O)[C@@H](OC)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(=C[C@H](OC)[C@H](O)C(=C[C@H](Cc1c[nH]c(Cl)c1Cl)C(C)C)CCCC)OC
1656,C=CC[C@@H](C(=O)C(CC)CC)[C@@H](O)[C@@H](CCCCCC)C[C@H](OC)[C@@H](O)[C@@H](CCCC)C(=O)C(O)C(=O)[C@H](C=C(C(C)C)[C@@H](O)[C@@H](C)C[C@H](C)C(=O)O)CCCCCC
1657,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(=CC(=C[C@H](CC1=CCCC1=O)OC)CCCCCC)CCCC)C(=O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C[C@H](CC)C[C@H](O)C(=O)[C@@H](C=C(CCCC)C(=O)O)CCCCCC
1658,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C(O)C(=O)[C@H](C)C[C@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(=O)[C@H](OC)C(=O)[C@H](CCCC)[C@H](O)[C@H](C(C)C)[C@H](O)[C@@H](C(=O)C(=CCC(C)C)CCCCCC)C(C)C
1659,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)C=C[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)Cc1ccc[nH]1)C(=O)[C@H](C)C(=O)[C@@H](CC)[C@@H](O)C[C@@H](O)[C@@H](C(C)C)[C@@H](O)[C@H]1OC1=O
1660,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)CC[C@@H](CCCC)C(=O)c1cc(N)cc(O)c1)[C@H]1OC(=O)[C@H](CCCC)C(=O)[C@@H](CCCCCC)C(=O)[C@H](C)[C@H](O)C(C(C)C)=C[C@@H]1CCCCc1c[nH]c(Cl)c1Cl
1661,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)C(=O)[C@H](CCCC)[C@H](O)[C@H](CCCCCC)C(=O)[C@H](OC)[C@H](O)[C@H](CC)[C@H](O)C(C)=C[C@@H](C)C[C@H](C(C)C)[C@H](O)[C@@H](CCCCCC)C[C@@H](CC)C(N)=O
1662,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)[C@H](O)C(=C[C@@H](O)CC(=C[C@H](C[C@H](C(C)C)[C@H](O)C(=CC1CC[C@@H](O)[C@H](O)C1)CCCCc1c[nH]c(Cl)c1Cl)OC)CCCCCC)CCCCc1c[nH]c(Cl)c1Cl
1663,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)[C@H](O)[C@@H](CCCCCC)C(=O)[C@H](CCCC)C(=O)C(=C[C@H](CC)C(=O)[C@@H](C(=O)[C@@H](C)C[C@@H](CC)C(=O)C(=Cc1ccc(N)cc1)CCCC)C(C)C)OC
1664,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](C)C(=O)[C@@H](CCCCCC)C[C@@H](C(=O)[C@H](CCCC)C(=O)O)C(C)C)C(=O)[C@H](C[C@H](CC)C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CC)[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)C(C)C
1665,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](CC)C(=O)C1CCCCC1)C(=O)[C@@H](OC)C(=O)[C@H](C=C(O)C=C[C@@H](O)[C@H](C=C(CCCC)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl)OC
1666,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](CC)[C@@H]1CC=C(CCCCCC)[C@@H](O)[C@@H](CC=C)C(=O)[C@@H](C(C)C)C(=O)O1)C(=O)[C@@H](CCCC)C[C@@H](CC)C[C@H](C)C(=O)c1csc(C)n1
1667,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](CCCCCC)C(=O)C(C)CC)C(=O)[C@@H](C)C(=O)C(O)C=C(CCCCc1c[nH]c(Cl)c1Cl)C[C@@H](CCC=C[C@@H](O)[C@@H](CCCCc1c[nH]c(Cl)c1Cl)C(=O)O)CCCCc1c[nH]c(Cl)c1Cl
1668,C=CC[C@@H](C(=O)C(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@@H](CCCCCC)C[C@H](OC)[C@H](O)C(O)=CC(CCCCc1c[nH]c(Cl)c1Cl)C(=O)[C@H](CCCCc1c[nH]c(Cl)c1Cl)[C@H](O)C(=Cc1ccc(N)cc1)C(C)C)C(=O)[C@H](C)C(=O)O
