CMP_name,Food_name,SMILES,FDB_ID,CID,Pred_medicinal
XANTHOMICROL,Peppermint,COC1=C(OC)C(OC)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1,FDB016712,73207,0.0
,Herbs_condiments_and_spices,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,FDB016713,5280442,0.0
,Herbs_condiments_and_spices,OCC1(O)COC(OC2C(O)C(O)C(COC(=O)CC(O)=O)OC2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C1O,FDB016714,6275871,0.0
,Herbs_condiments_and_spices,CC1=C(C=O)C(C)(C)C=C(O)C1=O,FDB016715,15715950,0.0
,Other_green_vegetables,COC1=C(OC2OC(COC3OC(CO)C(O)C3O)C(O)C(O)C2O)C=CC(CC=C)=C1,FDB016716,131752213,0.0
,Other_green_vegetables,CC1CCCC2CC(=O)C(C=O)=CC12C,FDB016717,85239007,0.0
,Other_green_vegetables,CC(O)C1=CC2(C)C(C)CCCC2CC1=O,FDB016718,85186102,0.0
,Other_green_vegetables,CC1CCCC2CC(=O)C(=CC12C)C(C)=O,FDB016719,85288059,0.0
,Fungi,CC(CC\\C=C(\\C)C(O)=O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3,FDB016720,131752214,0.0
TURMERONOL-A,Turmeric,CC(CC(=O)C=C(C)C)C1=CC(O)=C(C)C=C1,FDB016721,15858385,0.0
,Fungi,CC(CCC(O)=O)C1CC(=O)C2(C)C3=C(C(=O)C(O)C12C)C1(C)CCC(O)C(C)(C)C1CC3O,FDB016722,14109383,0.0
,Fungi,CC(CCC(O)=O)C1CC(=O)C2(C)C3=C(C(=O)C(O)C12C)C1(C)CCC(=O)C(C)(C)C1CC3O,FDB016723,14109380,0.0
,Fungi,CC(CCC(O)=O)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O,FDB016724,14109374,0.0
,Green_Bell_Pepper,CCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)C\\C=C\\CC,FDB016726,131752216,0.0
,Herbs_condiments_and_spices,COC1=CC2=C(C=C1)N=C1OC=CC1=C2OC,FDB016727,159650,0.0
,Legumes,CC1COC(=O)C1,FDB016729,98451,0.0
,Other_fruits,CCCC(C)C(C)C,FDB016730,11447,0.0
(R)-(-)-alpha-Curcumene,Rosemary,C[C@H](CCC=C)C1=CC=C(C)C=C1,FDB001674,442360,0.0
BENZYL-TIGLATE,Clove,C\\C=C(\\C)C(=O)OCC1=CC=CC=C1,FDB016741,5368342,0.0
ARCTIOL,Burdock,[H][C@@]12C[C@@H]([C@@H](O)C[C@@]1(C)CCCC2=C)C(C)(C)C,FDB001675,14414242,0.0
ISOBUTYL-ANGELATE,Garden_Camomile,C\\C=C(\\C)C(=O)OCC(C)C,FDB016743,5367807,0.0
,Alcoholic_beverages,CCCCCCCCC1CCC(=O)O1,FDB016744,16821,0.0
,Other_fruits,CCCC1CCCOC1=O,FDB016745,90840,0.0
,Other_fruits,CCCCCC1CCCOC1=O,FDB016748,122977,0.0
,Other_fruits,CCCCCCCCCC1CCCOC1=O,FDB016749,68459488,0.0
,Other_fruits,CCCCCOC(C)OCC,FDB016750,114523,0.0
,Other_fruits,CCCCOC(C)OCC,FDB016751,552119,0.0
,Other_fruits,CCCCOC(C)OC,FDB016752,12651581,0.0
,Other_fruits,CCCCCCOC(C)OCC,FDB016755,108244,0.0
,Tea,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1=C)C(=O)OC1OC(CO)C(O)C(O)C1O,FDB016759,85400634,0.0
ORTHOFERULIC-ACID,Wheat,COC1=CC=CC(\\C=C\\C(O)=O)=C1O,FDB016760,5463156,0.0
FALCARINOL-ONE,Caraway,CCCCCCC\\C=C/C(O)CCCCC(=O)C=C,FDB016761,6442185,0.0
,Tea,CCCCCCCC1OC1CCCCCC(=O)C=C,FDB016762,5320336,0.0
Luteolin_7-glucoside-3-glucuronide,Lemon_Balm,[H]C1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O[C@]3([H])OC([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)C3([H])O)=C(O)C=C2)C([H])(O)[C@@]([H])(O)[C@]1([H])O,FDB001677,44258136,0.0
,Herbs_condiments_and_spices,CCCC\\C=C\\CCCCCCCCCC(O)=O,FDB016763,5312413,0.0
Epigallocatechin-(4beta->8)-epigallocatechin-3-O-gallate,Tea,OC1C(OC2=C(C1C1=C3OC(C(CC3=C(O)C=C1O)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C2)C1=CC(O)=C(O)C(O)=C1,FDB016764,14520967,0.0
3-O-Galloylepigallocatechin-(4beta->8)-epigallocatechin-3-O-gallate,Tea,OC1=CC2=C(C(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(O2)C2=CC(O)=C(O)C(O)=C2)C2=C3OC(C(CC3=C(O)C=C2O)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1,FDB016765,13270041,0.0
EPIGALLOCATECHIN-(4-BETA-8)-EPICATECHIN-3-O-GALLATE,Tea,O[C@H]1[C@H](OC2=C([C@@H]1C1=C(O)C=C(O)C3=C1O[C@@H]([C@@H](C3)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)C(O)=CC(O)=C2)C1=CC(O)=C(O)C(O)=C1,FDB016766,442678,0.0
Epigallocatechin-(4beta->8)-catechin,Barley,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,FDB016769,13831061,0.0
,Alcoholic_beverages,OC1CC2=C(OC1C1=CC(O)=C(O)C(O)=C1)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,FDB016770,5089687,0.0
GALLOCATECHIN-(4ALPHA->8)-EPIGALLOCATECHIN,Broadbean,O[C@@H]1CC2=C(O)C=C(O)C([C@H]3[C@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016771,147299,0.0
Kaempferol_3-alpha-D-arabinopyranoside,Avocado,[H][C@@]1(O)CO[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@@]([H])(O)[C@@]1([H])O,FDB001678,14749098,0.0
GALLOCATECHIN-(4-ALPHA-8)-EPICATECHIN,Broadbean,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O,FDB016773,11527214,0.0
,Other_fruits,O[C@H]1[C@H]2C3=C(O[C@@]1(OC1=C2C2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)C=C(O)C=C3O,FDB016776,21676348,0.0
PROCYANIDIN-A-1,Bilberry,OC1CC2=C(O)C=C3OC4(OC5=CC(O)=CC(O)=C5C(C4O)C3=C2OC1C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,FDB016777,5089889,0.0
Proanthocyanidin_A-2,Lingonberry,CC1=C(O)C(O)=CC(=C1)[C@@]12OC3=CC(O)=CC(O)=C3[C@@H]([C@H]1O)C1=C3O[C@@H]([C@H](O)CC3=C(O)C=C1O2)C1=CC=C(O)C(O)=C1,FDB016778,124025,0.0
Proanthocyanidin_A1,Lingonberry,O[C@H]1CC2=C(O)C=C3O[C@@]4(OC5=CC(O)=CC(O)=C5[C@@H]([C@H]4O)C3=C2O[C@@H]1C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,FDB016779,9872976,0.0
,Alcoholic_beverages,O[C@@H]1CC2=C(O)C=C3O[C@]4(OC5=CC(O)=CC(O)=C5[C@H]([C@@H]4O)C3=C2O[C@@H]1C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1,FDB016780,9938091,0.0
,Herbs_condiments_and_spices,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=C([C@@H]9[C@@H](O)[C@H](OC%10=C([C@@H]%11[C@@H](O)[C@H](OC%12=CC(O)=CC(O)=C%11%12)C%11=CC=C(O)C(O)=C%11)C(O)=CC(O)=C9%10)C9=CC=C(O)C(O)=C9)C(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016781,16129623,0.0
,Herbs_condiments_and_spices,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=C([C@@H]9[C@@H](O)[C@H](OC%10=CC(O)=CC(O)=C9%10)C9=CC=C(O)C(O)=C9)C(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016782,16129741,0.0
Kaempferol_3-rhamnosyl-(1->3)-rhamnosyl-(1->6)-glucoside,Tea,[H]C1(C)O[C@@]([H])(OC2([H])[C@@]([H])(O)C([H])(C)O[C@@]([H])(OCC3([H])O[C@@]([H])(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)C([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@@]2([H])O)[C@@]([H])(O)C([H])(O)[C@@]1([H])O,FDB001679,44258984,0.0
,Nuts,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=C(C7C(O)C(OC8=C(C9C(O)C(OC%10=CC(O)=CC(O)=C9%10)C9=CC=C(O)C(O)=C9)C(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2OC1C1=CC=C(O)C(O)=C1,FDB016783,16162334,0.0
Cinnamtannin_A1,Cacao,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016784,16130899,0.0
,Legumes,OC1CC2=C(OC1C1=CC=C(O)C=C1)C(C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,FDB016785,14015946,0.0
,Other_green_vegetables,OC1C(OC2=CC(O)=CC(O)=C2C1C1=C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C=C2OC(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(C3=C(O)C4=C(OC(C(C4)OC(=O)C4=CC(O)=C(O)C(O)=C4)C4=CC(O)=C(O)C=C4)C=C3O)C2=C1O)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1,FDB016786,131752218,0.0
EPI-CATECHIN-(4-BETA-6)-EPI-CATECHIN-(4-BETA-8)-EPI-CATECHIN,Common_grape,O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=C([C@@H]1[C@@H](O)[C@H](OC4=C1C(O)=CC(O)=C4)C1=CC=C(O)C(O)=C1)C(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,FDB016787,10865804,0.0
,Other_green_vegetables,OC1=CC(O)=C2C(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C=C1)C1=C(O)C2=C(OC(C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C2C2=C(O)C=C(O)C3=C2OC(C(C3)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C=C2)C2=CC(O)=C(O)C=C2)C=C1O,FDB016788,73822577,0.0
EPI-CATECHIN-(4-BETA-6)-EPI-CATECHIN-(4-BETA-8)-CATECHIN,Common_grape,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=C([C@@H]1[C@@H](O)[C@H](OC4=C1C(O)=CC(O)=C4)C1=CC=C(O)C(O)=C1)C(O)=C3)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,FDB016789,14309769,0.0
,Other_green_vegetables,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC3=C1C(O)=C(C1C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C(OC4=CC(O)=CC(O)=C14)C1=CC(O)=C(O)C=C1)C(O)=C3)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,FDB016790,73822580,0.0
EPI-CATECHIN-(4-BETA-8)-EPI-CATECHIN-(4-BETA-6)-EPI-CATECHIN,Common_grape,O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C=C(O)C([C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3[C@@H]1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1)=C2O,FDB016791,14237653,0.0
Arecatannin__B1,Common_grape,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C(C1C(O)C(OC3=C1C(O)=CC(O)=C3C1C(O)C(OC3=CC(O)=CC(O)=C13)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C2O,FDB016792,14237654,0.0
Quercetin_3-O-rhamnosyl-galactoside,Tea,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,FDB000168,10371536,0.0
Kaempferol_7-(3G-glucosylgentiobioside),Chinese_mustard,[H]C1(CO)O[C@@]([H])(OCC2([H])O[C@@]([H])(OC3=CC(O)=C4C(=O)C(O)=C(OC4=C3)C3=CC=C(O)C=C3)C([H])(O)[C@@]([H])(O[C@]3([H])OC([H])(CO)[C@@]([H])(O)[C@]([H])(O)C3([H])O)[C@]2([H])O)C([H])(O)[C@@]([H])(O)[C@]1([H])O,FDB001680,44258991,0.0
,Other_green_vegetables,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C(C1C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC3=C(C4C(OC(=O)C5=CC(O)=C(O)C(O)=C5)C(OC5=CC(O)=CC(O)=C45)C4=CC(O)=C(O)C=C4)C(O)=CC(O)=C13)C1=CC(O)=C(O)C=C1)=C2O,FDB016793,131752219,0.0
Cinnamtannin_B2,Lingonberry,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C5[C@@H]6[C@@H](O)[C@](OC5=CC(O)=C34)(OC3=C([C@@H]4[C@@H](O)[C@H](OC5=CC(O)=CC(O)=C45)C4=CC=C(O)C(O)=C4)C(O)=CC(O)=C63)C3=CC=C(O)C(O)=C3)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016795,16130973,0.0
Cinnamtannin_D2,Lingonberry,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C5[C@@H]6[C@@H](O)[C@](OC5=CC(O)=C34)(OC3=C([C@@H]4[C@@H](O)[C@H](OC5=CC(O)=CC(O)=C45)C4=CC=C(O)C(O)=C4)C(O)=CC(O)=C63)C3=CC=C(O)C(O)=C3)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016796,46173959,0.0
Pavetannin_C_1,Ceylon_Cinnamon,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C(C1C(O)C(OC3=C1C(O)=CC1=C3C3C(O)C(OC4=CC(O)=C(C5C(O)C(OC6=C5C(O)=CC(O)=C6)C5=CC(O)=C(O)C=C5)C(O)=C34)(O1)C1=CC(O)=C(O)C=C1)C1=CC(O)=C(O)C=C1)=C(O)C=C2O,FDB016797,16165472,0.0
,Herbs_condiments_and_spices,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C5C6C(O)C(OC5=CC(O)=C34)(OC3=C(C4C(O)C(OC5=C(C7C(O)C(OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C45)C4=CC=C(O)C(O)=C4)C(O)=CC(O)=C63)C3=CC=C(O)C(O)=C3)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1,FDB016798,16165469,0.0
Cinnamtannin_B1,Lingonberry,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C5[C@@H]6[C@@H](O)[C@@](OC7=CC(O)=CC(O)=C67)(OC5=CC(O)=C34)C3=CC=C(O)C(O)=C3)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016799,475277,0.0
Cinnamtannin_D1,Lingonberry,O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C5[C@@H]6[C@@H](O)[C@@](OC7=CC(O)=CC(O)=C67)(OC5=CC(O)=C34)C3=CC=C(O)C(O)=C3)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,FDB016800,46173958,0.0
,Herbs_condiments_and_spices,OC1CC2=C(OC1C1=CC=C(O)C(O)=C1)C(C1C(O)C(OC3=C1C(O)=CC1=C3C3C(O)C(OC4=C3C(O)=CC(O)=C4)(O1)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,FDB016801,13990885,0.0
,Tea,CC1CCC23C(C2C(C)=C)C(C)CCC13,FDB016803,73880665,0.0
,Tea,CC1CC=C2C1CCC(C)C2C=C(C)C,FDB016804,131752220,0.0
,Tea,CC1CCC2=C1CCC(C)C2C=C(C)C,FDB016805,131752221,0.0
,Potato,NCC(O)C1=CC(O)=C(O)C=C1,FDB016812,951,0.0
Kaempferol_3-(2-(E)-feruloylgalactosyl-(1->4)-glucoside),Leek,[H]C(=C([H])C1=CC(OC)=C(O)C=C1)C(=O)OC1([H])[C@]([H])(O[C@]2([H])C([H])(CO)O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)C([H])(O)[C@@]2([H])O)OC([H])(CO)[C@]([H])(O)[C@]1([H])O,FDB001682,44259019,0.0
,Other_fruits,OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C1=C(OC3(OC4=CC(O)=CC(O)=C4C1C3O)C1=CC=C(O)C=C1)C=C2O,FDB016814,14586216,0.0
3-Methoxynobiletin,Orange,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(OC)C(OC)=C(OC)C(OC)=C2O1,FDB016817,150893,0.0
Limocitrol_3-glucoside,Lemon,COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C(OC)=C(O)C(OC)=C2O1,FDB016818,73981646,0.0
LIMOCITROL,Lemon,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O1)C(OC)=C(O)C(OC)=C2O,FDB016819,12311234,0.0
,Barley,COC1=CC(=CC(OC)=C1OC)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,FDB016820,5379265,0.0
Kaempferol_3-rhamnosyl-(1->3)(4-acetylrhamnosyl)(1->6)-glucoside,Tea,[H]C1(C)O[C@@]([H])(OC2([H])[C@]([H])(O)[C@]([H])(OCC3([H])O[C@@]([H])(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)C([H])(O)[C@@]([H])(O)[C@]3([H])O)OC([H])(C)[C@]2([H])OC(C)=O)[C@@]([H])(O)C([H])(O)[C@@]1([H])O,FDB001683,44259030,0.0
Kaempferol_3-glucosyl-(1->2)-(6-acetylgalactoside)-7-glucoside,Fenugreek,[H]C1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])OC([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)C4([H])O[C@]4([H])OC([H])(CO)[C@@]([H])(O)[C@]([H])(O)C4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)C([H])(O)[C@@]([H])(O)[C@]1([H])O,FDB001684,44259040,0.0
HEXYL-PHENYLACETATE,Tea,CCCCCCOC(=O)CC1=CC=CC=C1,FDB016842,221691,0.0
,Alcoholic_beverages,CCCCCC(=O)OCCC1=CC=CC=C1,FDB016847,61384,0.0
,Alcoholic_beverages,CCCCCCCC(=O)OCCC1=CC=CC=C1,FDB016848,229888,0.0
,Alcoholic_beverages,CCC(C)C(=O)OCCC1=CC=CC=C1,FDB016849,520148,0.0
Quercetin_3-glucosyl-(1->2)-galactoside-7-glucoside,Fenugreek,[H][C@@]1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,FDB001686,44259291,0.0
,Herbs_condiments_and_spices,CC(C(=O)C=C(C)C)C1=CC(O)=C(C)C=C1,FDB016868,91749580,0.0
,Herbs_condiments_and_spices,CC(CC1=CC=CCC1)C(O)C(=O)C=C(C)C,FDB016869,101699843,0.0
,Herbs_condiments_and_spices,CC(C)\\C=C\\CCCC1=CC(C)=C(C)CC1,FDB016870,131752223,0.0
DELTA-OCTALACTONE,Apricot,CCCC1CCCC(=O)O1,FDB016871,12777,0.0
,Herbs_condiments_and_spices,COC1=C(C\\C=C(/C)CCC=C(C)C)C2=C(C=C1)C1=C(N2)C(=C(O)C(C)=C1)C1=C(O)C(C)=CC2=C1NC1=C2C=CC(OC)=C1C\\C=C(/C)CCC=C(C)C,FDB016872,101150699,0.0
DELTA-DODECALACTONE,Peppermint,CCCCCCCC1CCCC(=O)O1,FDB016873,12844,0.0
ISORHAMNETIN-3-GLUCOSIDE-4-RHAMNOSIDE,Parsnip,COC1=C(OC2OC(C)C(O)C(O)C2O)C=CC(=C1)C1=C(OC2OC(C(O)CO)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,FDB016875,131752224,0.0
3-GLUCURONIDE-ISORHAMNETIN,Chicory,COC1=CC(=CC=C1O)C1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C2=C(O1)C=C(O)C=C2O,FDB016876,45782983,0.0
Isorhamnetin_3-O-neohesperidoside,Corn,COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,FDB016878,13915237,0.0
Isorhamnetin_3-O-robinobioside,Pear,COC1=C(O)C=CC(=C1)C1=C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,FDB016879,6223069,0.0
Isorhamnetin_3-sophoroside,Sea-buckthornberry,COC1=CC(=CC=C1O)C1=C(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C=C2O,FDB016880,74977616,0.0
,Other_fruits,COC1=C(O)C=CC(=C1)C1=C(OC2OCC(O)C(O)C2O)C(=O)C2=C(O)C=C(OC3OC(C)C(O)C(O)C3O)C=C2O1,FDB016881,74978267,0.0
,Other_fruits,COC1=C(OC2OC(C)C(O)C(O)C2O)C=CC(=C1)C1=C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1,FDB016886,73822546,0.0
,Scarlet_Runner_Bean,COC1=C(C=CC(O)=C1)C1COC2=CC(O)=CC(OC)=C2C1=O,FDB016888,44257395,0.0
Cyclokievitone_hydrate,Lima_bean,CC1(C)OC2=C(CC1O)C1=C(C(O)=C2)C(=O)C(CO1)C1=C(O)C=C(O)C=C1,FDB016889,131752226,1.0
,Apples_and_pears,OCC1OC(OC2=C(O)C=C(O)C3=C2OC(C2=CC(O)=C(O)C=C2)=C(OS(O)(=O)=O)C3=O)C(O)C(O)C1O,FDB016890,74978559,0.0
,Tea,OC1C(O)C(OC2=C(O)C=C(O)C3=C2OC(C2=CC(O)=C(O)C=C2)=C(OS(O)(=O)=O)C3=O)OC(C1O)C(O)=O,FDB016891,73829986,0.0
,Citrus_fruits,COC1=C(O)C=C(C=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O1)C(OC)=C(O)C=C2O,FDB016892,131752227,0.0
,Spinach,COC1=C(OC2=C(C(O)=CC3=C2OCO3)C1=O)C1=CC(O)=C(O)C=C1,FDB016893,12444939,0.0
Gossypetin_hexamethyl_ether,Orange,COC1=CC(OC)=C(OC)C2=C1C(=O)C(OC)=C(O2)C1=CC(OC)=C(OC)C=C1,FDB016894,146093,0.0
,Spinach,COC1=CC(=CC=C1O)C1=C(OC)C(=O)C2=C(O1)C=C1OCOC1=C2O,FDB016896,44259873,0.0
,Spinach,COC1=C(OC2=CC3=C(OCO3)C(O)=C2C1=O)C1=CC(O)=C(OC2OC(C(O)C(O)C2O)C(O)=O)C=C1,FDB016897,74978486,0.0
,Spinach,COC1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C=CC(=C1)C1=C(OC)C(=O)C2=C(O)C3=C(OCO3)C=C2O1,FDB016898,73829990,0.0
,Edible_fats_and_oils,CC(C)=CCC1=C(O)C(=O)C2=C(O)C=CC(O)=C2C1=O,FDB016900,636545,0.0
,Other_fruits,CC(CC1=CC=C(C=C1)C(C)C)C=O,FDB016904,517827,0.0
,Other_fruits,CCCC(CCOC(C)=O)SC(C)=O,FDB016905,2733977,0.0
,Other_fruits,CCC[C@H](S)CCOC(=O)CCC,FDB016906,76961376,0.0
,Other_fruits,CCCCCC(=O)OCCC(S)CCC,FDB016907,536987,0.0
POTASSIUM-BITARTRATE,Common_grape,[K+].OC(C(O)C([O-])=O)C(O)=O,FDB016908,2724281,0.0
,Herbs_condiments_and_spices,CCCCCC\\C=C\\C=C\\C(=O)NCC(C)C,FDB016912,636555,0.0
